"Tiempo (s) Run #1,""Voltaje (V) Run #1"",""Tiempo (s) Run #2"",""Voltaje (V) Run #2"",""Tiempo (s) Run #3"",""Voltaje (V) Run #3"",""Tiempo (s) Run #4"",""Voltaje (V) Run #4"""
,,56.900,0.009,,,56.900,0.011
,,57.000,0.010,,,57.000,0.010
,,57.100,0.009,,,57.100,0.010
,,57.200,0.010,,,57.200,0.010
,,57.300,0.010,,,57.300,0.010
,,57.400,0.010,,,57.400,0.010
,,57.500,0.010,,,57.500,0.010
,,57.600,0.010,,,57.600,0.011
,,57.700,0.010,,,57.700,0.011
,,57.800,0.010,,,57.800,0.011
,,57.900,0.010,,,57.900,0.010
,,58.000,0.010,,,58.000,0.010
,,58.100,0.009,,,58.100,0.010
,,58.200,0.010,,,58.200,0.010
,,58.300,0.010,,,58.300,0.010
,,58.400,0.010,,,58.400,0.010
,,58.500,0.010,,,58.500,0.010
,,58.600,0.010,,,58.600,0.010
,,58.700,0.010,,,58.700,0.010
,,58.800,0.010,,,58.800,0.010
,,58.900,0.009,,,58.900,0.010
,,59.000,0.009,,,59.000,0.010
,,59.100,0.010,,,59.100,0.010
,,59.200,0.010,,,59.200,0.010
,,59.300,0.009,,,59.300,0.010
,,59.400,0.009,,,59.400,0.010
,,59.500,0.010,,,59.500,0.010
,,59.600,0.010,,,59.600,0.010
,,59.700,0.009,,,59.700,0.010
,,59.800,0.010,,,59.800,0.010
,,59.900,0.010,,,59.900,0.010
,,60.000,0.009,,,60.000,0.010
,,60.100,0.009,,,60.100,0.010
,,60.200,0.010,,,60.200,0.010
,,60.300,0.010,,,60.300,0.010
,,60.400,0.010,,,60.400,0.010
,,60.500,0.010,,,60.500,0.010
,,60.600,0.010,,,60.600,0.010
,,60.700,0.010,,,60.700,0.010
,,60.800,0.010,,,60.800,0.010
,,60.900,0.010,,,60.900,0.010
,,61.000,0.010,,,61.000,0.010
,,61.100,0.010,,,61.100,0.010
,,61.200,0.010,,,61.200,0.010
,,61.300,0.010,,,61.300,0.010
,,61.400,0.010,,,61.400,0.010
,,61.500,0.010,,,61.500,0.009
,,61.600,0.009,,,61.600,0.010
,,61.700,0.010,,,61.700,0.010
,,61.800,0.009,,,61.800,0.010
,,61.900,0.009,,,61.900,0.010
,,62.000,0.010,,,62.000,0.010
,,62.100,0.010,,,62.100,0.010
,,62.200,0.009,,,62.200,0.010
,,62.300,0.010,,,62.300,0.009
,,62.400,0.009,,,62.400,0.010
,,62.500,0.010,,,62.500,0.010
,,62.600,0.009,,,62.600,0.010
,,62.700,0.010,,,62.700,0.010
,,62.800,0.010,,,62.800,0.009
,,62.900,0.009,,,62.900,0.010
,,63.000,0.009,,,63.000,0.009
,,63.100,0.009,,,63.100,0.010
,,63.200,0.009,,,63.200,0.009
,,63.300,0.009,,,63.300,0.009
,,63.400,0.009,,,63.400,0.010
,,63.500,0.009,,,63.500,0.009
,,63.600,0.008,,,63.600,0.009
,,63.700,0.009,,,63.700,0.009
,,63.800,0.009,,,63.800,0.008
,,63.900,0.010,,,63.900,0.010
,,64.000,0.009,,,64.000,0.009
,,64.100,0.007,,,64.100,0.009
,,64.200,0.009,,,64.200,0.009
,,64.300,0.009,,,64.300,0.009
,,64.400,0.007,,,64.400,0.009
,,64.500,0.009,,,64.500,0.010
,,64.600,0.009,,,64.600,0.009
,,64.700,0.009,,,64.700,0.008
,,64.800,0.009,,,64.800,0.009
,,64.900,0.009,,,64.900,0.009
,,65.000,0.010,,,65.000,0.009
,,65.100,0.009,,,65.100,0.009
,,65.200,0.010,,,65.200,0.009
,,65.300,0.010,,,65.300,0.009
,,65.400,0.010,,,65.400,0.009
,,65.500,0.010,,,65.500,0.009
,,65.600,0.010,,,65.600,0.009
,,65.700,0.010,,,65.700,0.009
,,65.800,0.010,,,65.800,0.009
,,65.900,0.010,,,65.900,0.009
,,66.000,0.010,,,66.000,0.010
,,66.100,0.010,,,66.100,0.009
,,66.200,0.010,,,66.200,0.009
,,66.300,0.009,,,66.300,0.009
,,66.400,0.010,,,66.400,0.009
,,66.500,0.010,,,66.500,0.008
,,66.600,0.010,,,66.600,0.009
,,66.700,0.010,,,66.700,0.007
,,66.800,0.010,,,66.800,0.008
,,66.900,0.010,,,66.900,0.008
,,67.000,0.010,,,67.000,0.007
,,67.100,0.010,,,67.100,0.007
,,67.200,0.010,,,67.200,0.009
,,67.300,0.010,,,67.300,0.007
,,67.400,0.010,,,67.400,0.007
,,67.500,0.010,,,67.500,0.007
,,67.600,0.009,,,67.600,0.007
,,67.700,0.010,,,67.700,0.006
,,67.800,0.010,,,67.800,0.008
,,67.900,0.010,,,67.900,0.008
,,68.000,0.009,,,68.000,0.007
,,68.100,0.010,,,68.100,0.007
,,68.200,0.010,,,68.200,0.007
,,68.300,0.010,,,68.300,0.007
,,68.400,0.010,,,68.400,0.006
,,68.500,0.010,,,68.500,0.007
,,68.600,0.010,,,68.600,0.007
,,68.700,0.010,,,68.700,0.007
,,68.800,0.010,,,68.800,0.006
,,68.900,0.010,,,68.900,0.007
,,69.000,0.010,,,69.000,0.007
,,69.100,0.010,,,69.100,0.006
,,69.200,0.010,,,69.200,0.007
,,69.300,0.010,,,69.300,0.006
,,69.400,0.010,,,69.400,0.007
,,69.500,0.010,,,69.500,0.007
,,69.600,0.010,,,69.600,0.006
,,69.700,0.010,,,69.700,0.007
,,69.800,0.010,,,69.800,0.007
,,69.900,0.010,,,69.900,0.005
,,70.000,0.010,,,70.000,0.005
,,70.100,0.010,,,70.100,0.006
,,70.200,0.010,,,70.200,0.007
,,70.300,0.010,,,70.300,0.005
,,70.400,0.010,,,70.400,0.006
,,70.500,0.010,,,70.500,0.006
,,70.600,0.010,,,70.600,0.005
,,70.700,0.010,,,70.700,0.005
,,70.800,0.010,,,70.800,0.006
,,70.900,0.010,,,70.900,0.005
,,71.000,0.010,,,71.000,0.006
,,71.100,0.010,,,71.100,0.005
,,71.200,0.010,,,71.200,0.005
,,71.300,0.010,,,71.300,0.005
,,71.400,0.010,,,71.400,0.005
,,71.500,0.009,,,71.500,0.005
,,71.600,0.010,,,71.600,0.005
,,71.700,0.010,,,71.700,0.005
,,71.800,0.009,,,71.800,0.005
,,71.900,0.009,,,71.900,0.006
,,72.000,0.009,,,72.000,0.005
,,72.100,0.009,,,72.100,0.005
,,72.200,0.007,,,72.200,0.005
,,72.300,0.009,,,72.300,0.005
,,72.400,0.010,,,,
,,72.500,0.008,,,,
,,72.600,0.008,,,,
,,72.700,0.009,,,,
,,72.800,0.010,,,,
,,72.900,0.010,,,,
,,73.000,0.010,,,,
,,73.100,0.010,,,,
,,73.200,0.009,,,,
,,73.300,0.009,,,,
,,73.400,0.010,,,,
,,73.500,0.009,,,,
,,73.600,0.009,,,,
,,73.700,0.010,,,,
,,73.800,0.010,,,,
,,73.900,0.009,,,,
,,74.000,0.009,,,,
,,74.100,0.010,,,,
,,74.200,0.009,,,,
,,74.300,0.010,,,,
,,74.400,0.011,,,,
,,74.500,0.009,,,,
,,74.600,0.010,,,,
,,74.700,0.010,,,,
,,74.800,0.010,,,,
,,74.900,0.010,,,,
,,75.000,0.009,,,,
,,75.100,0.010,,,,
,,75.200,0.010,,,,
,,75.300,0.009,,,,
,,75.400,0.010,,,,
,,75.500,0.010,,,,
,,75.600,0.009,,,,
,,75.700,0.009,,,,
,,75.800,0.010,,,,
,,75.900,0.009,,,,
,,76.000,0.010,,,,
,,76.100,0.009,,,,
,,76.200,0.010,,,,
,,76.300,0.010,,,,
,,76.400,0.010,,,,
,,76.500,0.010,,,,
,,76.600,0.010,,,,
,,76.700,0.010,,,,
,,76.800,0.010,,,,
,,76.900,0.010,,,,
,,77.000,0.010,,,,
,,77.100,0.010,,,,
,,77.200,0.010,,,,
,,77.300,0.010,,,,
,,77.400,0.010,,,,
,,77.500,0.010,,,,
,,77.600,0.010,,,,
,,77.700,0.010,,,,
,,77.800,0.010,,,,
,,77.900,0.010,,,,
,,78.000,0.009,,,,
,,78.100,0.010,,,,
,,78.200,0.010,,,,
,,78.300,0.009,,,,
,,78.400,0.007,,,,
,,78.500,0.009,,,,
,,78.600,0.007,,,,
,,78.700,0.008,,,,
,,78.800,0.008,,,,
,,78.900,0.007,,,,
,,79.000,0.007,,,,
,,79.100,0.008,,,,
,,79.200,0.008,,,,
,,79.300,0.009,,,,
,,79.400,0.009,,,,
,,79.500,0.009,,,,
,,79.600,0.010,,,,
,,79.700,0.009,,,,
,,79.800,0.008,,,,
,,79.900,0.009,,,,
,,80.000,0.007,,,,
,,80.100,0.005,,,,
,,80.200,0.005,,,,
,,80.300,0.005,,,,
,,80.400,0.005,,,,
,,80.500,0.003,,,,
,,80.600,0.003,,,,
,,80.700,0.002,,,,
,,80.800,0.003,,,,
,,80.900,0.003,,,,
,,81.000,0.005,,,,
,,81.100,0.005,,,,
,,81.200,0.005,,,,
,,81.300,0.005,,,,
,,81.400,0.007,,,,
,,81.500,0.007,,,,
,,81.600,0.009,,,,
,,81.700,0.009,,,,
,,81.800,0.007,,,,
,,81.900,0.007,,,,
,,82.000,0.005,,,,
,,82.100,0.005,,,,
,,82.200,0.005,,,,
,,82.300,0.005,,,,
,,82.400,0.005,,,,
,,82.500,0.005,,,,
,,82.600,0.005,,,,
,,82.700,0.005,,,,
,,82.800,0.005,,,,
,,82.900,0.005,,,,
,,83.000,0.005,,,,
,,83.100,0.005,,,,
,,83.200,0.005,,,,
,,83.300,0.005,,,,
,,83.400,0.006,,,,
,,83.500,0.007,,,,
,,83.600,0.005,,,,
,,83.700,0.006,,,,
,,83.800,0.006,,,,
,,83.900,0.005,,,,
,,84.000,0.005,,,,
,,84.100,0.005,,,,
,,84.200,0.005,,,,
,,84.300,0.005,,,,
,,84.400,0.005,,,,
,,84.500,0.005,,,,
,,84.600,0.005,,,,
,,84.700,0.005,,,,
,,84.800,0.005,,,,
,,84.900,0.004,,,,
,,85.000,0.005,,,,
,,85.100,0.004,,,,
,,85.200,0.004,,,,
,,85.300,0.004,,,,
,,85.400,0.005,,,,
,,85.500,0.005,,,,
,,85.600,0.005,,,,
,,85.700,0.005,,,,
,,85.800,0.004,,,,
,,85.900,0.004,,,,
,,86.000,0.004,,,,
,,86.100,0.004,,,,
,,86.200,0.004,,,,
,,86.300,0.004,,,,
,,86.400,0.002,,,,
,,86.500,0.003,,,,
,,86.600,0.002,,,,
,,86.700,0.002,,,,
,,86.800,0.003,,,,
,,86.900,0.002,,,,
,,87.000,0.002,,,,
,,87.100,0.002,,,,
,,87.200,0.002,,,,
,,87.300,6.104E-4,,,,
,,87.400,0.000,,,,
,,87.500,0.001,,,,
,,87.600,0.000,,,,
,,87.700,0.000,,,,
,,87.800,6.104E-4,,,,
,,87.900,0.002,,,,
,,88.000,0.002,,,,
,,88.100,0.000,,,,
,,88.200,0.002,,,,
,,88.300,0.000,,,,
,,88.400,6.104E-4,,,,
,,88.500,0.001,,,,
,,88.600,0.001,,,,
,,88.700,6.104E-4,,,,
,,88.800,6.104E-4,,,,
,,88.900,0.000,,,,
,,89.000,0.000,,,,
,,89.100,6.104E-4,,,,
,,89.200,0.000,,,,
,,89.300,0.000,,,,
,,89.400,0.000,,,,
,,89.500,0.000,,,,
,,89.600,0.000,,,,
,,89.700,0.000,,,,
,,89.800,0.000,,,,
,,89.900,0.000,,,,
,,90.000,0.000,,,,
,,90.100,0.000,,,,
,,90.200,0.000,,,,
,,90.300,0.000,,,,
,,90.400,0.000,,,,
,,90.500,0.000,,,,
,,90.600,-0.001,,,,
,,90.700,0.000,,,,
,,90.800,-0.001,,,,
,,90.900,-0.005,,,,
,,91.000,-0.007,,,,
,,91.100,-0.009,,,,
,,91.200,-0.010,,,,
,,91.300,-0.010,,,,
,,91.400,-0.010,,,,
,,91.500,-0.010,,,,
,,91.600,-0.010,,,,
,,91.700,-0.012,,,,
,,91.800,-0.010,,,,
,,91.900,-0.010,,,,
,,92.000,-0.010,,,,
,,92.100,-0.010,,,,
,,92.200,-0.010,,,,
,,92.300,-0.009,,,,
,,92.400,-0.009,,,,
,,92.500,-0.010,,,,
,,92.600,-0.009,,,,
,,92.700,-0.010,,,,
,,92.800,-0.010,,,,
,,92.900,-0.010,,,,
,,93.000,-0.010,,,,
,,93.100,-0.010,,,,
,,93.200,-0.010,,,,
,,93.300,-0.010,,,,
,,93.400,-0.010,,,,
,,93.500,-0.010,,,,
,,93.600,-0.010,,,,
,,93.700,-0.010,,,,
,,93.800,-0.010,,,,
,,93.900,-0.010,,,,
,,94.000,-0.007,,,,
,,94.100,-0.006,,,,
,,94.200,-0.008,,,,
,,94.300,-0.006,,,,
,,94.400,-0.010,,,,
,,94.500,-0.009,,,,
,,94.600,-0.009,,,,
,,94.700,-0.009,,,,
,,94.800,-0.009,,,,
,,94.900,-0.010,,,,
,,95.000,-0.010,,,,
,,95.100,-0.009,,,,
,,95.200,-0.010,,,,
,,95.300,-0.010,,,,
,,95.400,-0.010,,,,
,,95.500,-0.009,,,,
,,95.600,-0.010,,,,
,,95.700,-0.010,,,,
,,95.800,-0.010,,,,
,,95.900,-0.009,,,,
,,96.000,-0.010,,,,
,,96.100,-0.010,,,,
,,96.200,-0.010,,,,
,,96.300,-0.009,,,,
,,96.400,-0.009,,,,
,,96.500,-0.009,,,,
,,96.600,-0.009,,,,
,,96.700,-0.009,,,,
,,96.800,-0.010,,,,
,,96.900,-0.010,,,,
,,97.000,-0.010,,,,
,,97.100,-0.013,,,,
,,97.200,-0.015,,,,
,,97.300,-0.016,,,,
,,97.400,-0.016,,,,
,,97.500,-0.017,,,,
,,97.600,-0.016,,,,
,,97.700,-0.017,,,,
,,97.800,-0.015,,,,
,,97.900,-0.015,,,,
,,98.000,-0.014,,,,
,,98.100,-0.013,,,,
,,98.200,-0.012,,,,
,,98.300,-0.011,,,,
,,98.400,-0.012,,,,
,,98.500,-0.012,,,,
,,98.600,-0.013,,,,
,,98.700,-0.015,,,,
,,98.800,-0.015,,,,
,,98.900,-0.015,,,,
,,99.000,-0.016,,,,
,,99.100,-0.016,,,,
,,99.200,-0.016,,,,
,,99.300,-0.018,,,,
,,99.400,-0.019,,,,
,,99.500,-0.018,,,,
,,99.600,-0.018,,,,
,,99.700,-0.018,,,,
,,99.800,-0.016,,,,
,,99.900,-0.016,,,,
,,100.000,-0.015,,,,
,,100.100,-0.015,,,,
,,100.200,-0.015,,,,
,,100.300,-0.014,,,,
,,100.400,-0.013,,,,
,,100.500,-0.013,,,,
,,100.600,-0.012,,,,
,,100.700,-0.013,,,,
,,100.800,-0.014,,,,
,,100.900,-0.013,,,,
,,101.000,-0.015,,,,
,,101.100,-0.013,,,,
,,101.200,-0.014,,,,
,,101.300,-0.015,,,,
,,101.400,-0.014,,,,
,,101.500,-0.013,,,,
,,101.600,-0.014,,,,
,,101.700,-0.013,,,,
,,101.800,-0.014,,,,
,,101.900,-0.014,,,,
,,102.000,-0.015,,,,
,,102.100,-0.014,,,,
,,102.200,-0.015,,,,
,,102.300,-0.014,,,,
,,102.400,-0.015,,,,
,,102.500,-0.014,,,,
,,102.600,-0.014,,,,
,,102.700,-0.012,,,,
,,102.800,-0.012,,,,
,,102.900,-0.012,,,,
,,103.000,-0.012,,,,
,,103.100,-0.012,,,,
,,103.200,-0.010,,,,
,,103.300,-0.010,,,,
,,103.400,-0.013,,,,
,,103.500,-0.012,,,,
,,103.600,-0.012,,,,
,,103.700,-0.013,,,,
,,103.800,-0.012,,,,
,,103.900,-0.013,,,,
,,104.000,-0.013,,,,
,,104.100,-0.013,,,,
,,104.200,-0.013,,,,
,,104.300,-0.013,,,,
,,104.400,-0.011,,,,
,,104.500,-0.010,,,,
,,104.600,-0.010,,,,
,,104.700,-0.010,,,,
,,104.800,-0.010,,,,
,,104.900,-0.009,,,,
,,105.000,-0.009,,,,
,,105.100,-0.008,,,,
,,105.200,-0.008,,,,
,,105.300,-0.007,,,,
,,105.400,-0.005,,,,
,,105.500,-0.008,,,,
,,105.600,-0.007,,,,
,,105.700,-0.008,,,,
,,105.800,-0.008,,,,
,,105.900,-0.009,,,,
,,106.000,-0.010,,,,
,,106.100,-0.009,,,,
,,106.200,-0.010,,,,
,,106.300,-0.010,,,,
,,106.400,-0.010,,,,
,,106.500,-0.010,,,,
,,106.600,-0.012,,,,
,,106.700,-0.011,,,,
,,106.800,-0.013,,,,
,,106.900,-0.012,,,,
,,107.000,-0.012,,,,
,,107.100,-0.012,,,,
,,107.200,-0.010,,,,
,,107.300,-0.010,,,,
,,107.400,-0.010,,,,
,,107.500,-0.010,,,,
,,107.600,-0.010,,,,
,,107.700,-0.010,,,,
,,107.800,-0.010,,,,
,,107.900,-0.010,,,,
,,108.000,-0.010,,,,
,,108.100,-0.010,,,,
,,108.200,-0.010,,,,
,,108.300,-0.010,,,,
,,108.400,-0.010,,,,
,,108.500,-0.010,,,,
,,108.600,-0.010,,,,
,,108.700,-0.010,,,,
,,108.800,-0.010,,,,
,,108.900,-0.010,,,,
,,109.000,-0.010,,,,
,,109.100,-0.010,,,,
,,109.200,-0.010,,,,
,,109.300,-0.010,,,,
,,109.400,-0.010,,,,
,,109.500,-0.010,,,,
,,109.600,-0.010,,,,
,,109.700,-0.010,,,,
,,109.800,-0.010,,,,
,,109.900,-0.010,,,,
,,110.000,-0.010,,,,
,,110.100,-0.010,,,,
,,110.200,-0.010,,,,
,,110.300,-0.010,,,,
,,110.400,-0.010,,,,
,,110.500,-0.010,,,,
,,110.600,-0.010,,,,
,,110.700,-0.010,,,,
,,110.800,-0.010,,,,
,,110.900,-0.010,,,,
,,111.000,-0.010,,,,
,,111.100,-0.010,,,,
,,111.200,-0.010,,,,
,,111.300,-0.010,,,,
,,111.400,-0.010,,,,
,,111.500,-0.011,,,,
,,111.600,-0.010,,,,
,,111.700,-0.010,,,,
,,111.800,-0.010,,,,
,,111.900,-0.010,,,,
,,112.000,-0.011,,,,
,,112.100,-0.011,,,,
,,112.200,-0.010,,,,
,,112.300,-0.012,,,,
,,112.400,-0.010,,,,
,,112.500,-0.010,,,,
,,112.600,-0.010,,,,
,,112.700,-0.010,,,,
,,112.800,-0.012,,,,
,,112.900,-0.010,,,,
,,113.000,-0.010,,,,
,,113.100,-0.010,,,,
,,113.200,-0.012,,,,
,,113.300,-0.010,,,,
,,113.400,-0.010,,,,
,,113.500,-0.010,,,,
,,113.600,-0.011,,,,
,,113.700,-0.010,,,,
,,113.800,-0.010,,,,
,,113.900,-0.010,,,,
,,114.000,-0.012,,,,
,,114.100,-0.010,,,,
,,114.200,-0.011,,,,
,,114.300,-0.010,,,,
,,114.400,-0.010,,,,
,,114.500,-0.010,,,,
,,114.600,-0.010,,,,
,,114.700,-0.011,,,,
,,114.800,-0.010,,,,
,,114.900,-0.010,,,,
,,115.000,-0.010,,,,
,,115.100,-0.010,,,,
,,115.200,-0.010,,,,
,,115.300,-0.010,,,,
,,115.400,-0.010,,,,
,,115.500,-0.010,,,,
,,115.600,-0.010,,,,
,,115.700,-0.010,,,,
,,115.800,-0.010,,,,
,,115.900,-0.010,,,,
,,116.000,-0.009,,,,
,,116.100,-0.010,,,,
,,116.200,-0.010,,,,
,,116.300,-0.010,,,,
,,116.400,-0.010,,,,
,,116.500,-0.009,,,,
,,116.600,-0.010,,,,
,,116.700,-0.010,,,,
,,116.800,-0.009,,,,
,,116.900,-0.010,,,,
,,117.000,-0.010,,,,
,,117.100,-0.010,,,,
,,117.200,-0.010,,,,
,,117.300,-0.010,,,,
,,117.400,-0.010,,,,
,,117.500,-0.010,,,,
,,117.600,-0.010,,,,
,,117.700,-0.010,,,,
,,117.800,-0.010,,,,
,,117.900,-0.010,,,,
,,118.000,-0.010,,,,
,,118.100,-0.010,,,,
,,118.200,-0.010,,,,
,,118.300,-0.009,,,,
,,118.400,-0.009,,,,
,,118.500,-0.009,,,,
,,118.600,-0.008,,,,
,,118.700,-0.009,,,,
,,118.800,-0.007,,,,
,,118.900,-0.006,,,,
,,119.000,-0.007,,,,
,,119.100,-0.009,,,,
,,119.200,-0.010,,,,
,,119.300,-0.010,,,,
,,119.400,-0.010,,,,
,,119.500,-0.012,,,,
,,119.600,-0.013,,,,
,,119.700,-0.013,,,,
,,119.800,-0.014,,,,
,,119.900,-0.014,,,,
,,120.000,-0.014,,,,
,,120.100,-0.015,,,,
,,120.200,-0.013,,,,
,,120.300,-0.014,,,,
,,120.400,-0.013,,,,
,,120.500,-0.013,,,,
,,120.600,-0.013,,,,
,,120.700,-0.012,,,,
,,120.800,-0.012,,,,
,,120.900,-0.012,,,,
,,121.000,-0.013,,,,
,,121.100,-0.013,,,,
,,121.200,-0.015,,,,
,,121.300,-0.015,,,,
,,121.400,-0.015,,,,
,,121.500,-0.015,,,,
,,121.600,-0.015,,,,
,,121.700,-0.015,,,,
,,121.800,-0.015,,,,
,,121.900,-0.015,,,,
,,122.000,-0.015,,,,
,,122.100,-0.015,,,,
,,122.200,-0.015,,,,
,,122.300,-0.015,,,,
,,122.400,-0.015,,,,
,,122.500,-0.014,,,,
,,122.600,-0.015,,,,
,,122.700,-0.015,,,,
,,122.800,-0.015,,,,
,,122.900,-0.015,,,,
,,123.000,-0.015,,,,
,,123.100,-0.015,,,,
,,123.200,-0.015,,,,
,,123.300,-0.012,,,,
,,123.400,0.011,,,,
,,123.500,-0.010,,,,
,,123.600,-0.038,,,,
,,123.700,-0.045,,,,
,,123.800,-0.004,,,,
,,123.900,-0.005,,,,
,,124.000,-0.008,,,,
,,124.100,-0.008,,,,
,,124.200,-0.009,,,,
,,124.300,-0.008,,,,
,,124.400,-0.007,,,,
,,124.500,-0.009,,,,
,,124.600,-0.009,,,,
,,124.700,-0.010,,,,
,,124.800,-0.009,,,,
,,124.900,-0.009,,,,
,,125.000,-0.010,,,,
,,125.100,-0.010,,,,
,,125.200,-0.010,,,,
,,125.300,-0.010,,,,
,,125.400,-0.010,,,,
,,125.500,-0.010,,,,
,,125.600,-0.010,,,,
,,125.700,-0.010,,,,
,,125.800,-0.010,,,,
,,125.900,-0.010,,,,
,,126.000,-0.010,,,,
,,126.100,-0.010,,,,
,,126.200,-0.010,,,,
,,126.300,-0.010,,,,
,,126.400,-0.010,,,,
,,126.500,-0.011,,,,
,,126.600,-0.010,,,,
,,126.700,-0.010,,,,
,,126.800,-0.011,,,,
,,126.900,-0.010,,,,
,,127.000,-0.010,,,,
,,127.100,-0.012,,,,
,,127.200,-0.010,,,,
,,127.300,-0.010,,,,
,,127.400,-0.011,,,,
,,127.500,-0.012,,,,
,,127.600,-0.010,,,,
,,127.700,-0.012,,,,
,,127.800,-0.011,,,,
,,127.900,-0.012,,,,
,,128.000,-0.011,,,,
,,128.100,-0.012,,,,
,,128.200,-0.012,,,,
,,128.300,-0.011,,,,
,,128.400,-0.010,,,,
,,128.500,-0.010,,,,
,,128.600,-0.010,,,,
,,128.700,-0.012,,,,
,,128.800,-0.016,,,,
,,128.900,-0.029,,,,
,,129.000,-0.054,,,,
,,129.100,-0.076,,,,
,,129.200,-0.101,,,,
,,129.300,-0.124,,,,
,,129.400,-0.143,,,,
,,129.500,-0.159,,,,
,,129.600,-0.175,,,,
,,129.700,-0.187,,,,
,,129.800,-0.196,,,,
,,129.900,-0.206,,,,
,,130.000,-0.213,,,,
,,130.100,-0.219,,,,
,,130.200,-0.225,,,,
,,130.300,-0.229,,,,
,,130.400,-0.233,,,,
,,130.500,-0.235,,,,
,,130.600,-0.239,,,,
,,130.700,-0.244,,,,
,,130.800,-0.244,,,,
,,130.900,-0.248,,,,
,,131.000,-0.250,,,,
,,131.100,-0.252,,,,
,,131.200,-0.253,,,,
,,131.300,-0.254,,,,
,,131.400,-0.256,,,,
,,131.500,-0.259,,,,
,,131.600,-0.259,,,,
,,131.700,-0.259,,,,
,,131.800,-0.259,,,,
,,131.900,-0.259,,,,
,,132.000,-0.261,,,,
,,132.100,-0.262,,,,
,,132.200,-0.263,,,,
,,132.300,-0.264,,,,
,,132.400,-0.264,,,,
,,132.500,-0.264,,,,
,,132.600,-0.263,,,,
,,132.700,-0.264,,,,
,,132.800,-0.264,,,,
,,132.900,-0.264,,,,
,,133.000,-0.264,,,,
,,133.100,-0.264,,,,
,,133.200,-0.264,,,,
,,133.300,-0.264,,,,
,,133.400,-0.264,,,,
,,133.500,-0.264,,,,
,,133.600,-0.262,,,,
,,133.700,-0.263,,,,
,,133.800,-0.263,,,,
,,133.900,-0.262,,,,
,,134.000,-0.262,,,,
,,134.100,-0.261,,,,
,,134.200,-0.261,,,,
,,134.300,-0.259,,,,
,,134.400,-0.260,,,,
,,134.500,-0.260,,,,
,,134.600,-0.259,,,,
,,134.700,-0.259,,,,
,,134.800,-0.259,,,,
,,134.900,-0.259,,,,
,,135.000,-0.259,,,,
,,135.100,-0.259,,,,
,,135.200,-0.258,,,,
,,135.300,-0.258,,,,
,,135.400,-0.257,,,,
,,135.500,-0.256,,,,
,,135.600,-0.255,,,,
,,135.700,-0.254,,,,
,,135.800,-0.254,,,,
,,135.900,-0.254,,,,
,,136.000,-0.254,,,,
,,136.100,-0.254,,,,
,,136.200,-0.254,,,,
,,136.300,-0.254,,,,
,,136.400,-0.254,,,,
,,136.500,-0.253,,,,
,,136.600,-0.254,,,,
,,136.700,-0.253,,,,
,,136.800,-0.253,,,,
,,136.900,-0.251,,,,
,,137.000,-0.251,,,,
,,137.100,-0.251,,,,
,,137.200,-0.250,,,,
,,137.300,-0.250,,,,
,,137.400,-0.250,,,,
,,137.500,-0.250,,,,
,,137.600,-0.249,,,,
,,137.700,-0.249,,,,
,,137.800,-0.250,,,,
,,137.900,-0.249,,,,
,,138.000,-0.249,,,,
,,138.100,-0.249,,,,
,,138.200,-0.249,,,,
,,138.300,-0.248,,,,
,,138.400,-0.248,,,,
,,138.500,-0.248,,,,
,,138.600,-0.247,,,,
,,138.700,-0.247,,,,
,,138.800,-0.246,,,,
,,138.900,-0.247,,,,
,,139.000,-0.245,,,,
,,139.100,-0.245,,,,
,,139.200,-0.245,,,,
,,139.300,-0.245,,,,
,,139.400,-0.244,,,,
,,139.500,-0.244,,,,
,,139.600,-0.244,,,,
,,139.700,-0.244,,,,
,,139.800,-0.245,,,,
,,139.900,-0.244,,,,
,,140.000,-0.244,,,,
,,140.100,-0.244,,,,
,,140.200,-0.244,,,,
,,140.300,-0.244,,,,
,,140.400,-0.244,,,,
,,140.500,-0.244,,,,
,,140.600,-0.243,,,,
,,140.700,-0.243,,,,
,,140.800,-0.244,,,,
,,140.900,-0.243,,,,
,,141.000,-0.242,,,,
,,141.100,-0.242,,,,
,,141.200,-0.242,,,,
,,141.300,-0.241,,,,
,,141.400,-0.241,,,,
,,141.500,-0.240,,,,
,,141.600,-0.240,,,,
,,141.700,-0.240,,,,
,,141.800,-0.240,,,,
,,141.900,-0.239,,,,
,,142.000,-0.239,,,,
,,142.100,-0.239,,,,
,,142.200,-0.239,,,,
,,142.300,-0.239,,,,
,,142.400,-0.239,,,,
,,142.500,-0.239,,,,
,,142.600,-0.239,,,,
,,142.700,-0.238,,,,
,,142.800,-0.237,,,,
,,142.900,-0.239,,,,
,,143.000,-0.237,,,,
,,143.100,-0.237,,,,
,,143.200,-0.235,,,,
,,143.300,-0.237,,,,
,,143.400,-0.237,,,,
,,143.500,-0.236,,,,
,,143.600,-0.237,,,,
,,143.700,-0.235,,,,
,,143.800,-0.235,,,,
,,143.900,-0.236,,,,
,,144.000,-0.235,,,,
,,144.100,-0.234,,,,
,,144.200,-0.234,,,,
,,144.300,-0.236,,,,
,,144.400,-0.235,,,,
,,144.500,-0.234,,,,
,,144.600,-0.234,,,,
,,144.700,-0.234,,,,
,,144.800,-0.235,,,,
,,144.900,-0.234,,,,
,,145.000,-0.234,,,,
,,145.100,-0.234,,,,
,,145.200,-0.234,,,,
